这次入住的是大床房，房间设施还算可以，没想象中那么旧。浴室好像是新弄过了，还挺干净整洁的。酒店的服务还行，前台还算有求必答的。补充点评 2008年6月21日 ： 早餐在25楼，花色很少，很是一般了。	p
这次去是在香港挂黑色暴雨警报那天，本想取消的，但是之前给携程打电话想取消，携程和酒店沟通后说是不可以，只好冒雨前去。结果去了才知道，原来我们活动的区域没雨。去时跟酒店前台说要层数高的，结果安排了27楼，很担心是民居中间，结果很满意，可以看到很远的地方，是个行政套房。卫生间真的是没让我出乎意料的小，但是干净整洁。交通相当方便，离地铁站很近，关键要摸清小路的走法。对酒店整体感觉满意，下次去还会考虑再次入住。但是在后面的确认阶段携程的效率太低下，从定单状态错误投诉到最终确认，已经过去了2个星期。	p
房价干净，设施也挺齐全的。就是价格不算便宜。总的来说还不错	p
总体感觉不错。房间略小，已经够用了。性价比很高。位置略偏。附近有公园，超市，KFC。	p
酒店不错，房间干净整齐，服务也还好。希望在硬件设施上能再多多加强，那就好了哦。	p
房间升级到了行政楼层房间很大，很舒服，很大的落地窗户以为会很远，但是如果坐九铁，真得十分方便到达很意外，香港还有这么大的房间！	p
这个酒店地理位置不错，在无锡比较市中心区~出行方便	p
1、打车到宾馆和离开，送上登记出租车牌号的卡片，如有物品遗漏，便于查找；2、前台服务很快；3、在3楼中餐厅吃了两顿晚餐，口味蛮好，服务一流，主动引导入座便于观看电视的座位，方便收看奥运，早餐设有厦门小吃区有特色，无论晚餐还是早餐，用餐后服务员都送至电梯；4、因飞机较晚，抱着试试看的想法，反映了一下，免费延长退房2小时，很感动；5、花了不长时间做了问卷调查，送了礼品，惊喜；6、挂了“请勿打扰”，服务员悄悄递了卡片，提醒要清理房间可随时进行，很好；7、地理位置方便，去轮渡、南普陀、厦大等，2元钱空调公交搞定，比的士清凉、宽敞；还有很多，不一一说了，第一次到厦门是10年前没住厦门宾馆，这次住了，以后到厦门就住这里了！	p
酒店地理位置很好，对面就是石家庄最好的商店――先天下。贵宾楼层客房冰箱里的软饮是免费的，还可以享受酒店欢乐时光免费茶点和酒吧优惠等等。总之是物有所值的五星酒店：）	p
总体评价一般或者还行吧,只是性价比有些偏高,服务还行,尤其是大堂的大河旅行社,早餐相对丰富,豪华间不值,除了面积大些,个人而言不比普通间好在哪里	p
基本设施可以，服务热情。早餐一般，但有江西特色。我感到的问题在墙壁和门的隔音效果，不太好。	p
中福我已住了三次，次感差。我是12:00 Check in 后，到下午2:00才入住，但是屋後床是等待修理。客人已登入住，二小後有理好房，客服的品是有的。如果不是中福位置方便，其房服人的品是要提升的。否的店在同等位上，中福客源被走。	p
房间干净舒适，是出差、旅游度假的理想之选。服务业很不错。	p
设备较老,空调不好用,说好下午两点退房,结果我一点回房间时门就打不开,到前台后前台直接把房卡就收了,反而又让我跑到房间等着服务员帮忙开门拿行李,感觉很不尊重客人,唯一可取的就是离星海广场近了,订的是海景房只能看到15度角的海啊!	p
早餐很好,条件也不错,就是隔音效果差了些宾馆反馈 2008年6月3日 ： 尊敬的宾客：您好！感谢您选择入住我店！对于您反映的房间隔音问题，我店现已计划对客房区域进行改造，届时多数客房的隔音问题将得到较大的改善。	p
12月在金泉订了个豪华商务小套房，房间内部环境不错，酒店位于市中心边缘，周边交通还算方便，打车到昆明有名的金马碧鸡刚好起步价。缺点是碰上昆明柴油紧张，没有空调，晚上较冷，还好向酒店要了个空调扇，可以吹热风，否则晚上睡觉一定会感到冷。	p
每次重庆出差，基本上都住雾都宾馆，宾馆很温馨，服务周到，价格合适，交通方便......各方面都不错，下次去还会住雾都宾馆！	p
我住了2009,房间床头左边的睡眠灯开关不管用，右边的只能关，半夜要开灯太不方便了！街上的饭店20:30就关门了，太早了点吧。	p
酒店大堂环境不错358的房价还是物有所值，办理入住很快很顺利，让我心情级差的是前台结帐时服务员的傲慢和冷漠态度让人不敢恭维！可能这位小姐心情不是很好对我即是叹气又不耐烦，可是在与老外交谈时态度可以同5星饭店比较一下了。不过这位小姐的形象想进5星还是有点难度哦。	p
价钱不便宜啊,不过确实很值得.房间香香的,对得起5星的价格.其余不多说了,哈哈	p
第二次入住这个酒店了，服务很好，让客人感到很舒服，很满意。	p
地理位置相当好，离海港城走路只需五分钟，酒店房间灯光明亮，液晶电视够大，感觉很舒服。惟独酒店大堂小了点。下次我还是选择这酒店。	p
服务生很周到，携程和酒店的合作应该很好，有水果送，又可以免费洗烫2件衣服，而且速度很快。就是酒店的网速有待提高,网络游戏不能玩真是遗憾啊.前台服务很周到,表扬下	p
酒店的位置很方便，小套房的房间比较宽敞和舒适，住酒店停车过夜要收费40元。	p
很好 房间很好 位置很不错 以后还会入住	p
看了各位评论后，通过携程订了一个豪华间。如大家评述,房间装修和摆设洋气、干净、舒服。酒店服务还是非常好的。前台MM没有传说中那么漂亮，也许我去时人家没上班。不过前台的男服务生还是很帅滴。美中不足的是我要的大床房只有临街的了，房间的窗户不是隔音的那种，晚上被窗外的车声吵得半夜一两点钟才睡着。另外，现在3楼和5楼等还在装修，3楼还好，5楼的油漆味很重。建议订房前与酒店电话确认房间位置和装修进展情况再入住。	p
10月初回黑龙江的时候住了一晚，我所有的评价都是基于齐齐哈尔本地的情况做的，我觉得没办法和北京、上海等大城市的同级别酒店比较。周边环境还不错，楼下基本随时有出租车等着，附近还有商场和超市。服务很好，主动热情，雨伞忘服务台了，很主动的提醒我。没有骚扰电话。稍微有点噪音，走廊的服务台的电话声偶尔能听到。没带电脑，网络情况不知道。因为火车时间的问题，本来打算延迟一小时退房，服务台主动给延长了2个小时。中央空调也还好，不知道冬天会怎么样，淋浴热水很好。	p
酒店地理条件还算优越,出门就是景点,不过到处弥漫着消毒水的味道,心情实在是好不到哪里去...价格也太贵了点...	p
香港-九龙地区3星以上酒店性价比最高!交通不便但可以坐酒店免费班车,到达旺角和尖沙咀(20分钟),我15年6次住此酒店,5月3-6日通过携程预定,比香港朋友预定还要便宜!并且入住提升28楼行政标准房间,健身室和游泳免费.购物(大众化东西)方便,下面4层购物中心,酒店对面购物中心-百佳超市和XX海鲜酒楼59HKD/人自助火锅较好.步行5-7分钟就是荃湾城市购物中心广场.(奇怪?为什么网友反映购物不方便-晚上10点以后全世界购物都不方便!)酒店1层就有便利店.另外此房间18层以下好象是大陆旅行团住标准房间,18层以上携程预定豪华房间.到香港购买世界名牌此酒店就不是方便!补充点评 2008年7月29日 ： 我和爱人94年新婚旅行到香港,通过朋友定房住15层标准房间(300HKD).07年带孩子通过携程定房住22层(580HKD)豪华房间,感觉和亲身体会除交通外,各方面较理想.	p
酒店房间算不错，大床很舒适。晚上睡的很香，但房间提供的电脑不能用，大堂环境不到四星标准，但又比三星高一点。补充点评 2008年7月20日 ： 酒店房间算不错，大床很舒适。晚上睡的很香，但房间提供的电脑不能用，酒店环境不到四星标准，但又比三星高一点。	p
座落在华侨城，环境优美，房间也大，服务按５星级标准还应再提高	p
房间装修很好,尤其是床垫,住起来很舒服.卫生也很好,很干净.服务还可以,结帐速度挺快的.酒店的位置也可以,交通还很方便.餐厅海鲜的品种有点少,朋友聚会也挺好的.最主要的是价格实惠!!呵呵!!!反正总体感觉还可以,在秦皇岛的三星级酒店来说,性价比还是很高的.推荐!!!	p
总体不错！原来定298元的房间，因凌晨才到，免费升级到15楼的豪华房，还可以看到海景，三天都没有给我换房（周四到周日），值！房间设施还可以，达到3星标准吧，但洗脸盆水龙头漏水。16层是餐厅，我房间正好在餐厅下面，有一天他们员工聚会嘈了一下午！楼上的餐厅好象不对外？楼下怡情楼据说是青岛很出名的餐厅，挺火的，味道还行，价格跟啤酒街的差不多。步行向下200米有个大商场，购物吃饭很方便。可以住！	p
房间很大很干净,服务也很好,五星里面算很便宜的.下次还会来的.	p
性价比还不错，位置很好，就在古镇入口处不远，开车去不要入旅游停车场，跟拦车的人直接说去周庄宾馆。电吹风要打电话要才有。	p
环境不错,早饭的种类不多,宣传有健身,居然还要自己交钱的.其他都还好	p
房间较小,但挺干,另外空调噪声较大,晚上睡觉还是有点吵.早餐是自助餐,挺丰富! 总体感觉不错!	p
选择珠江花园的原因就是方便，有电动扶梯直接到达海边，周围餐馆、食廊、商场、超市、摊位一应俱全。酒店装修一般，但还算整洁。泳池在大堂的屋顶，因此很小，不过女儿倒是喜欢。包的早餐是西式的，还算丰富。服务吗，一般	p
扬子岛酒店的位置很好，逛街、购物、吃饭、娱乐都很方便，酒店对面就是大都会和太平洋商场，背后就是美美百货。酒店的装修也很不错，干净整洁。最重要的是，价格也比较便宜。总之，作为一家四星级的酒店，扬子岛不管是服务还是环境都非常的到位，甚至感觉比一些五星级酒店要好。不过，扬子岛自己本身的健身中心、娱乐设施我们没有尝试过，因此不做评论。	p
房间设施可以,但空间偏小,客房电梯很特别(没房卡上不去),很适合某些人使用(偷吃).....前台服务一般....	p
除了停车不是很方便，其他的都还不错的，服务质量也很高，市中心的环境也很吸引人，还不错的！	p
普通标准间的房门都太次了,包括卫生间的门,而且钥匙卡很不好用!还不如就住经济间呢!早餐还不错!	p
相当于五星的服务，好于四星的早餐，差不多三星的房价就是要借东西补充点评 2008年5月12日 ： 有个印度啊三，很有派头，服务热情	p
空调声音太大了。。。早餐可以去南翔包子吃（出门左走100米）。	p
房间很干净的，住的朝南的房间，太阳照进来很舒服，现在可以上网了，网速也不错的说。宾馆的交通老方便，闹中取静的地方。月坛北街上的护国寺小吃我也老喜欢的。宾馆里提供10元的午餐和晚餐也不错。缺点么，就是隔音不是很好。总的来说，还是不错的，生意也不错。	p
这次还不错,但是房间里面的花太不符合格调了.	p
就算是在上海也是非常好的酒店哦，虽然价格高，不过个人感觉对得起这个价格，这次非常遗憾，来黄山什么都没有看到，下次肯定会再来，而且下次肯定也是住北海啦！！！！	p
性价比比较高，在临海属于比较好的酒店了，老酒店翻新	p
除了房间门的隔音效果和密封性不强之外，别的都还不错。我又一次将一张卡片插在取电槽了，到北京才记起来。赶紧打电话过去，告诉我服务员收起来了。一个月后再入住时找到了，感谢！	p
住了不下七八次，是虹桥迎宾馆的老住户了。 每次得到的服务说实话都很不错，有时还有免费升级，让人感到亲切舒心。但是这次入住，因为各种原因而颇为有些扫兴，希望酒店能考虑改进。1）可能是季节价格的原因，这次好像房价上升比较显著。后面又有公司的制定的规矩，所以只好预定最低的普通房。没想到普通房的设备比预想要差，比如书桌和电视不相对，淋浴要和浴缸在一起而不是单独的淋浴房，窗外景色较差。如果是这个价格住这样的酒店就稍感不值得。2）最后一天房间的空调坏了，把房间弄得像桑拿房（毫不夸张）。 最后换了一个房间，却是比原来更差的双床房。想起以前经常能获得免费的升级，所以这次也就不特别计较了。 只是稍稍失去自己长期以来对酒店的好感，很是可惜。宾馆反馈 2008年4月9日 ： 首先感谢您一直以来对我宾馆的支持和您中肯的意见。我们非常抱歉在您的入住期间，由于空调问题所给您带来的不愉快。其实对于老住客，我宾馆一直是给予特别的关注和安排的。对于您下次的到来，我们一定予以更进一步的关注。随着上海整体客源市场情况的变化，在全力提升我宾馆各项细节化服务的前提下，我宾馆的价格体系确有所调整。但是目前每周五、六、日还是有周末促销价格推出，尤其是行政房在推出优惠价格的情况下，仍予以宾客享受诸如：免费使用下午茶、根据宾馆入住率可延长退房时间至下午16：00、免费使用指定会议室两小时、入住首日赠送欢迎鲜花水果等一系列优惠政策。建议您可关心一下我宾馆推出的各类优惠促销活动，再根据自身的要求有针对性地选择性价比最高的产品。希望您能够一如既往地支持我宾馆，我们也将以更出色的服务来回报您。	p
交通比较方便.机场班车就在门口(回程在对面中山酒店),去西湖/黄龙等就在酒店正对面坐K16.酒店方面中规中矩,有一定性价比,服务有待加强.下次去还会选.宾馆反馈 2008年8月12日 ： 非常感谢您选择入住我们酒店。在今后的服务中我们会加强培训，为宾客提供细致、周到、全面、快捷的服务。再一次感谢您的宝贵意见！衷心期待您的再次光临！	p
设施不是很新但收拾的很干净，让人放心！不慎遗忘的价值不菲的摄影包被服务员及时发现且送回手中。。。让人感动！早餐免费且可口、粥粉面齐全！	p
很不错的司星酒店，已经是为我们的贵宾客户第四次预订了，预定的行政豪华房，非常不错，只是房间略显小了些，但总体很好，服务业很好！值得推荐！	p
不错，我住过的最好的酒店，有家的感觉。让我抱怨，天啊！比我家里还舒服，怎么能让我睡得着觉啊	p
酒店各方面设施完善，服务各方面也较好，就是位置比较偏。离市中心较远。	p
第二次入住，感觉还行。但3个老外都反映床太硬。另外外面正在施工，机器声音很吵，在我们的要求下给换了房间。早餐和自助晚餐都一般。如果嫌5星酒店的价格太贵的话，可以考虑中油。	p
该酒店为北京天鸿房地产公司投资，环境较好，但距老市区和登山较远。有些房间不是很干净如RM3017，商务大床间还可以。补充点评 2007年12月18日 ： 对了，洗澡热水很不好调，建议改进	p
环境确实不错，吃喝玩乐一应俱全，足不出户就可以享受，不过周边环境太差，除了酒店，其他没什么看头。有可能是日本人多还是有日本股份，房间有很多日文，还有一层楼是用日式做的房间（没有房，是TATAMI式的）。在那里吃过西餐和粤菜，都很好，价钱也便宜。服务也蛮好的，性价比很高，值得推荐。	p
不错,变成常驻京酒店了,就是餐厅的餐太贵	p
距拱北关口步行15分钟可以到达，很方便，酒店豪华标准间太小，卫生间设施有点旧，但是热水充足，在改住07系列房间（如1607 1107）有很大改观，在当地旅行社了解到，通过他们预定价格在300元，与携程网的350元价格有差异，早餐品种不多够吃，但是服务不错，我们早上7点要出发，没有到早餐开始时间酒店安排打包送到了房间。	p
单人间的价格物超所值.早餐不错.服务也好,很人性化.呵呵,第一次碰到卫生间马桶里撒花瓣的宾馆.不过酒店的洗浴中心,美容美发都在装修中不能使用.预定时没有提到.	p
入住的时候礼宾在哪里?房间里的花盆特别象90年代初期的田园花盆,极为难看.更可怕的是入住的时候门口不管客人,照常做大范围清洁.	p
距拱北关口近，标准间太小，豪华大床不错，服务好早餐不好太草率了其他不	p
服务热情,环境也不错,喜欢,就是周围商家不多,吃饭的地方少.宾馆反馈 2008年4月15日 ： 感谢您对我们服务的肯定，期待您的再次光临。	p
入住的是度假区的豪华海景房,前台给了5楼(最高6楼),然后差不多100%的海景,虽然是挂牌5星的,但是本人觉得是4星的标准,和我后来入住的5星喜来登差了蛮多的,不过整体来说还是符合他家的价钱的.	p
来江门出差一直都住这个酒店，觉得性价比还可以	p
还行吧，不算失望，离地铁2号线要走500M左右，但在中环旁边，自己开车去比较方便。	p
房间真的很干净,老公总是说我有洁癖,金版纳的房间卫生,我很满意!服务态度也很好,头一天下午要洗澡,刚打开淋浴没有热水,打电话给服务员,说让我们放一会儿水,热水就来了.后来,服务员两次来房间问热水的情况,第一次让我们把水多放一会儿,第二次,她进房间检查淋浴,才发现是我们自己把热水方向搞反了,总之,服务非常及时而且态度很好!酒店有个大的露天游泳池,感觉很不错,虽然没有亲自下水,但看到其他客人还是游得蛮开心的.游泳池的水很蓝,我们住了两晚就遇到一次游泳池换水,应该还是挺干净的.酒点提供免费接机的车也很不错,接我们的是西双版纳少见的桑塔那3000,非常干净,司机人也很好,我们后来就是包他的车玩了两天半,价格很公道.早餐的自助餐我觉得还不错了,五六个中式炒菜,几种西式蛋糕面包,沙拉,培根,还有牛奶,果汁,另外有米粉.印象中好象没有鸡蛋,我比较爱吃鸡蛋的,呵呵.	p
在沙田,地理位置也不算坏,只是离地铁站略微远了些,环境也还好,服务不错,前台的check in/check out都很快.房间嘛,不象传说中香港酒店房间那么小,感觉足够大了.哈.很舒服的.	p
房间很好，位置离地铁站很近。服务也很好。价钱公道。 大厅经理，副理 都很好。	p
宾馆内的环境不错，早上起来我都要逛一圈然后在去吃早饭，入住的人也很多，车场都停满了，服务也可以，总的来说不错，但是没有通过携程预订该酒店，在入住时即可享受该酒店提供的额外优惠，问总台小姐，人家说根本就没有这个，有疑问请自己去找携程问，汗！打携程的电话又总是打不通，只有算了！	p
在宁夏来说这人酒店应该是算好的一个酒店了吧.	p
大年初一入住的，是西楼的海景标房，酒店比较陈旧了，房间很小，奇怪的是不开空调都热得不行。西楼是一期，东楼是二期，但西楼更靠海。海景标房都是在楼的两面，所以看海景都需要侧头的，有点累哦。但到底是老五星了，服务效率很高，送什么都很快，酒店柜台的服务生都很殷勤和礼貌。我把携程的预订单带着为了可以看飞机时刻，结果在check in时忘柜台了，当晚打到柜台让留着会去拿，结果转身就忘了。四天后要飞的那天才想起，打到柜台居然还在，大概五分钟后就有小弟给我送来了，很开心。另有一点,我们在酒店的咖啡厅用过一顿早餐，小姐很可爱，但是苦心等待等来的黑椒牛肉却咸涩异常，不晓得是当地人口味如此还是我们的运气不好。	p
坦白说，酒店比我想象中的好。在三星酒店中属于较好的一类。员工的服务意识很强，不象是内地城市。但是，携程的价钱不够有竞争力，在火车站遇到的拉客的导游，可以提供更好的价格（路遇的旅伴尝试了）。	p
硬件很好，我的外国朋友很满意，就是房价分类比较复杂。	p
山庄很安静,空气非常好,交通也方便,房间空调不太凉	p
酒店地理位	p
就是网络速度超慢，而且经常掉线，前台服务不太专业。	p
贵宾楼的房间还比较有档次。但是大床间里，机顶盒的信号奇差！浴室里没有浴缸，拖鞋质量不好，床上用品业一般。国际饭店的环境还是不错的，闹中取静。	p
住过这么多酒店，还是头一次碰到盖黄色的被子，感觉不干净；地毯是黑花的，感觉很脏乱。环境还好，起码有个院子。	p
房间太旧了， 服务一般， 倒是桑拿那里超级大 有如对外经营的一样。 地段还可以， 其它就没有感觉了。	p
天津为数不多的还可以的酒店, 比喜来登, 凯悦好多了.酒吧设施差了点, 健身房差了点.	p
服务非常好，环境也比较舒适，只是酒店的餐饮方面一般般。	p
位置不错，如果到火车东站和美国领事馆签证处都是走路的距离，很方便。	p
环境不错,但服务速度稍慢。希望服务人员脸上多带些笑容。	p
前台服务员很热情,由于工作关系,本人清晨5:00离开酒店时,酒店给客人准备了早点心,让客人感到十分温馨和体贴.	p
第一次在网上定酒店，价格是428元，感觉房间比较差，以前来乌市每次都是以朋友公司的名义订房，价格很优惠，这次是自己定的，现在是淡季，我定的428元的房间朋友定只需要320元就够了......	p
外观很有特点，长城外观，显然白天为了省电，大堂不开灯。。。似乎感觉上入住的人数有点少，另外就是入住手续有点意思，开什么入住通知书等等。。。	p
房间中规中矩,但看不出是去年装修的,包括公共区域的设备设施.可能是保养没有做到位.服务人员情况良好,前台的服务生较热情,赠送的水果一份居然是两个梨.总体感觉一般.没有四星水准.	p
房间很大,设施很豪华,服务很好,668的价格.放在北京,同样的房间,估计要翻两到三倍的价格.建议订668不含早的房间,100的早餐,感觉不符实.两人住,双早,858,多花190,但是早餐真是一般.服务很好,退房时,竟然是一位小姐帮我拿箱子,实在感动,给了小费.	p
不愧是westin，房间就不用说了，游泳池啊room service都很不错！卫生间很大！	p
1、服务人员态度和意识很好；2、早餐品种花样多，口感好；3、下次到太原还住此酒店。	p
服务态度真好，让人觉得舒服。退房时被告知有件衣服忘在房间，我想回去拿，但他们坚持让服务员去帮我拿过来。进进出出酒店的人都会对你微笑，会弯腰点头打招呼。周边的环境我本人很喜欢，小城镇的感觉。就是有几点不足，一是楼层太低，好像只有4层，我们住一楼，感觉很奇怪。二是房间的隔音不好，老是听到窗户外面的人说话。别的酒店一般都有的士在前面等着，但是这里要走到外面去打车。	p
房间不算太小，床不错，虽然不太软但也挺舒服，干净。最大的问题是上网太贵，HKD70/HOUR，抢钱似的，为什么香港的酒店都没有免费上网呢？	p
按四星级宾馆看，房间的价格比还可以，不过这个宾馆的价格是经常变得，要住的话一定要先上网看看，现在价格是多少。后面来的人，尤其是通过携程订房的人，一定要注意不要住在每一层楼的01号房间，因为有宾馆通风机就在墙外，从早上到晚上8点左右，噪音一直很大。凡是携程订的房间，有可能的话一定会安排在01号。再者，我在此宾馆5年住了近十次，是在佩服它的早餐，居然数年不变，总是那么几个，呜呼！人作一件事容易，不容易的是坚持数年不变！宾馆反馈 2008年5月19日 ： 尊敬的宾客，您好！十分感谢您五年来对酒店的大力支持，并在百忙中向我们提出了宝贵意见和建议。酒店一直在不懈努力地为宾客提供优质、完善的服务。为了回馈广大支持我们的客户，酒店特别在周日至周二推出客房优惠价格供宾客们选择，我们会尽量满足客人的需求，安排宾客入住自己喜好的房型。酒店每一楼层的01号房间为大床房，酒店开业初期，由于外立面的设计要求，01号房间的窗户为封闭式，存在着一定的“缺憾”。为了给宾客提供更舒适的住宿环境，酒店对这些房间的窗户进行了开窗改造，室内空气有了很大的改善，目前房间已拥有良好的通风环境。酒店的自助早餐也一直在寻求变化，我们会根据不同的季节和客人的口味进行变换。现在酒店早餐拥有六大类，近五十个品种，近期还特别增加了精致加工的粗粮及清凉甜品，欢迎您再来品尝，更希望能够再次得到您的指点，谢谢。	p
该酒店对去溧阳公务或旅游的人都很适合，自助早餐很丰富，酒店内部环境和服务很好。唯一的不足是酒店大门口在晚上时太乱，各种车辆和人在门口挤成一团。补充点评 2008年5月9日 ： 房间淋浴水压不稳，一会热、一会冷，很不好调整。宾馆反馈 2008年5月13日 ： 非常感谢您选择入住金陵溧阳宾馆。您给予我们的肯定与赞赏让我们倍受鼓舞，也使我们更加自信地去做好每一天的服务工作。正是有许多像您一样的宾客给予我们不断的鼓励和赞赏，酒店的服务品质才能得以不断提升。对于酒店大门口的秩序和房间淋浴水的问题我们已做出了相应的措施。再次向您表示我们最衷心的感谢！我们期待您的再次光临！	p
这次来广州，真的很庆幸，幸好提前在携程订好了房间。本来携程帮我在新世界酒店订的是标准双人房，可是由于开什么美博会，这家酒店生意特别好，标准房和商务房都住满了。由于酒店前台咨询我是一个人入住，便给我免费升级为豪华大床房，比我订的房间高档很多，感觉很满意。特别是前台人员，服务周到。总体来说这家酒店很不错。规模虽不算大，但酒店地理位置好，管理也很到位。特别是服务的素质很高，服务很细心。让我住得满意。我认为是我们出门在外住店的理想选择。	p
提醒大家每年10月份最好不要去香港,比平时贵太多拉!	p
