19	Clinical reports of energetic stress in HCM hearts    prompted us to measure mitochondrial respiration mitochondrial copy number ROS emissionscavenging and calcium handling in these   HCM mouse models	2
20	Previous empirical analyses of subnational consumer subsidies found that a majority of solar adoption was attributable to subsidies eg Hughes and Podolefsky   Burr   De Groote and Verboven   Gillingham and Tsvetanov	1
21	The third group of proteins might be necessary to cope with the alterations in electron Xow such as NdhD OCP and the thioredoxinlike AhpC Ohkawa et al   Kobayashi et al   Wilson et al	1
22	These results are consistent with field observations of plasma electrolyte concentrations and thermal behaviour of the lizards Sauromalus hispidus and Uromastix acanthinurus Grenot   Smits   and laboratory observations of S hispidus Smits et al	0
23	  lead to a decrease in SC absorption in mice Deng et al   Deng et al	1
24	found that SNPs of MMP were linked to an increased risk of colorectal cancer	1
25	Matricellular proteins are thought to contribute to the organization and biomechanical stability ofthe ECM by modulating cellmatrix interactions and cell signaling rather than by serving directly as structural components Bornstein et al	1
26	The beneficial role of PBM as supportive modality in the management of postmastectomy lymphedema is well established based on strong evidence    and recent data suggest its beneficial role concerning radiationinduced oral mucositis	1
27	The mitochondrial transmembrane potential was measured using flow cytometry of cells stained with   tetrachlorotetraethylbenzimidazolcarbocyanineiodide JC Cossarizza et al   as described previously Dymkowska et al	2
28	The language models were characterNgrams trained using texts from the Corpus of Spontaneous Japanese CSJ   which contains	2
29	Cisplatin has dramatically been used as the first line treatment for several types of solid tumors such as breast head and neck ovarian and lung cancers	1
30	In recent years a similar genotype shift has been observed in South Korea northern Vietnam China Taiwan and Thailand Chen et al   Nam et al   Nga et al   Nitatpattana et al   Pan et al   Wang et al   Yang et al   Yun et al   Zhang et al  	1
31	However localization of additional tubulin that surrounds the centrosomes only during mitosis does require microtubules McNally and Thomas   Khodjakov and Rieder	1
32	is consistent with the currentlyheld notion that dsRNA targets the genespecific destruction of mRNA in a wide variety of eukaryotic cells Fire et al   Tabara et al   Tabara et al   SanchezAlvorado and Newmark   Grishok et al   Boscher and Labouesse	1
33	Spermatogonial transplantation was performed and recipients were prepared as described previously	2
34	More examples of contradictory results have been observed in bovines some reports Zakhartchenko et al   Bhuiyan et al   indicated a significant decrease in blastocyst	0
35	Increasing the number of EPIYA motifs leads to an increase in the level of CagA phosphorylation Higashi et al a Argent et al   a Zhang et al   Naito et al	1
36	   and Srebp are known to interact with Hmgb their activity has been reported to be enhanced by Hmgb Najima et al	1
37	This is in keeping with the report of Blickstein et al which showed that the higher the combined twin birthweight the less likely it was to deliver discordant pairs	0
38	Coinciding with our results it has been previously reported that ip injections of glucan reduced IFN production induced by concanavalin A in mice Pelizon et al	0
39	The occurrence of soft tissue tumors in such field of lowdose irradiation LDRI has also been emphasized by other authors     reporting the development of tumors of the skull bone and neck after exposure to fullmouth diagnostic dental Xray film   and to irradiation for enlarged tonsils   and thymus	0
40	In this chapter we will present the formalism for these different kinds of beamformers in their scalar form then develop the formalism for a vector beamformer Sekihara et al   Quraan and Cheyne   and an eigenstateprojected vector beamformer Sekihara et al	1
41	   and retromer tubule formation is reported to be maximal at the time of RabtoRab conversion Cullen and Korswagen   van Weering et al	1
42	A serotypeshift occurred over the years with a predominance of DENVin   DENV in   and again DENV in  	1
43	Existing applications of neural meanfield models to anesthesiainduced changes in spontaneous EEG rhythmsmostly focused on understanding the dynamical mechanisms underlying biphasic responses Bojak and Liley   Hutt and Longtin   SteynRoss et al	1
44	In phytophagous arthropods atranorin was reported to elicit a significant avoidance Nimis and Skert   or to reduce growth of insect larvae Pykk et al   Slansky   but no protective effect of atranorin was noticed in snails Gauslaa   Hesbacher et al	1
45	has been undertaken at several locations including the Ganges delta of southern Bangladesh Wang and Imhoff   Everglades National Park Simard et al   Madagascar Pasqualini et al   Kakadu and Daintree National Parks in Australia French Guiana and Malaysia Lucas et al	1
46	In   the authors show the bandwidth towards the L scratchpad memory is around LY times larger than the minimal where each pixel is transferred once from the L to the L scratchpad memory	1
47	Takamori et al Endocrine cells diencephalon thalamuspresynapticBrainstem catecholaminergic groupsStornetta et al a b PVN Herman et al   ME CRH cells PP Wittmann et al Not Viable die at birthMoechars et al   WallenMackenzie et al VGluT	1
48	Following Carreras   and Koo and Collins   before training we transform the training set trees to be the best achievable within the model class ie the closest projective tree or EndpointCrossing tree	2
49	A series of genes termed exo involved in succinoglycan biosynthesis have been cloned and sequenced       	1
50	The main distribution of galactosidaseproducing cells in tissues from the different lines is summarized in Table I in parallel with the evaluation of collagen VI expression products in control embryos at different locations Marvulli et al	1
51	a high overlap between PSD and PLCb signals in the cerebral cortex thus confirming a well defined subcellular location for PLCb which previously could be only demonstrated by Western blot analysis of subcellular fractions Taguchi et al   or electron microscopy Fukaya et al	1
52	Neurodevelopmental outcome was assessed at   months using the Revised Griffiths scales of Mental Development	2
53	The antioxidant BHT accumulates predominantly in the lung and induces alveolar epithelial damage because of its action on AEC   which is followed by the proliferation of pulmonary parenchymal cells resembling human UIP	1
54	However unlike Cochrane and SaaRequejo   the authors do not use a Sharpe ratio criterion to restrict the price interval for assets in incomplete markets but a generalized version of the coherent risk measure first introduced by Artzner et al   Carr et al   argue that economic agents will not only invest in any arbitrage opportunity but also invest in any acceptable opportunity	2
55	Stress and the subsequent activation of the HPA axis facilitate the acquisition of cocaine selfadministration Tidey and Miczek   Mantsch et al   manipulations of the HPA axis resulting in a reduction of function through pharmacological or surgical means can attenuate the acquisition	1
56	For example elk may form smaller groups when exposed to wolf predation risk in relatively closed habitats Creel   Winnie   but form larger groups in open habitats where wolf densities are higher Gower et al	1
57	mechanisms of resistance to CDDP have been described including reduced intracellular accumulation of CDDP increased detoxification of CDDP by the thiols glutathione and metallothionein increased DNArepair activity and increased tolerance to DNA damage Galluzzi et al   Kelland	1
58	  and in skeletal muscle denervated by transection of the sciatic nerve Baumeister et al   Tsukamoto et al	1
59	Other potentially carcinogenic effects of insulin resistance stem from abnormal levels of glucose and fatty acids which include : altered intracellular signaling chronic inflammation resulting from production of reactive oxygen species and enhanced proliferation of transformed colonocytes due to increased energy supply	1
60	Recent studies have shown that the global flux distribution in oleaginous Chlorella protothecoides and Chlamydomonas reinhardtii remains stable under nitrogen limiting conditions and is controlled by the availability of carbon precursors Xiong et al   Fan et al	1
61	Lemos et al   at baseline allowed for the division of the aMCI group according to an ADalike pattern of impairment at baseline Lemos et al   and was associated with the risk of conversion to AD in followup studies Auriacombe et al   Petersen   Sarazin et al	0
62	While there have been remarkable developments in the last ten years   structuring largescale visual data is still an active research area and any improvements would have wide applicability	1
63	b jasmonic acid JA Truman et al   azeleic acid AA Jung et al   a CDRderived peptide Xia et al   plastid glycerolipids Nandi et al   Chaturvedi et al   GP Chanda et al   and an abietane diterpenoid dehydroabietinal Chaturvedi et al	1
64	rural we calculated the relative prevalence of a missing value by other demographic and fitness variables using logistic regression	2
65	Consequently the findings of our study suggest that increased PWV noted in new onset diabetes after kidney transplantation   may already at least in part be present before the transplantation and a result of prediabetes or insulin resistance in the uraemic patients awaiting a kidney transplant	1
66	However even when using adjusted relative risk estimates PAF estimates can be biased if there are unaccounted confounding factors leadings to overestimation of PAF	1
67	Other mutations in the sgl locus were identied as demonstrating a cuticle phenotype similar to that of wingless wg mutants Ha cker et al   Haerry et al	1
68	In a followup study using a clinical sample Amir et al   individuals with SAD similarly lacked a positive reaction time bias relative to controls without SAD but interestingly did not differ in their reaction time to endorse or reject negative interpretations of social sentences	1
69	The data on avian influenza outbreaks in Vietnam from   through to   was provided by the Epidemiology Unit of the Department of Animal Health Ministry of Agriculture and Rural Development of Vietnam the characteristics of this dataset are explained elsewhere	2
70	With regard to family fit there is evidence that a minority of deaf couples would prefer to have deaf children and would consider using prenatal diagnosis to identify and terminate a hearing fetus Middleton et al	1
71	reported that a temporary bite change occurs in most patients the morning after removal of the appliance and permanent occlusal changes have been observed after longterm treatment with OAs in individual cases	1
72	This study differed from others where NE was achieved in that the birds were given liquid inoculations rather than cultures mixed with feed Chalmers et al   Cooper   Songer	0
73	Prolonged imbalance of systemic hemodynamics and insufficient postprandial sympathetic activation might cause PPH Jansen and Lipsitz   Umehara et al   Hirayama et al   Mathias	1
74	reflect early face processing mechanisms related to the structural encoding of faces Bentin and Deouell   Bentin et al   Eimer a Holmes et al   and has been found to be insensitive to changes in facial expression Eimer et al   Holmes et al   or familiarity	1
75	Our results were consistent with the findings in the literature that visual impairment is common among patients in rehabilitation facilities Cox et al   Grue et al   Lieberman et al   Lotery et al   Park et al   Squirrell et al   Wainapel et al	0
76	All femurs were fractured by simulating a fall on the greater trochantor in a modified Hayesfall configuration Courtney et al	2
77	The potential for BCLxL to modulate other channels in the outer mitochondrial membrane is suggested by the finding that BCLxL regulates the open state of the mitochondrial voltagedependent anion channel VDAC in synthetic membranes Degterev et al   Vander Heiden et al	1
78	This is in agreement with some results where different antibiotics led to less negatively charged zeta potential in Gramnegative bacteria as a consequence of modification or complete loss of LPS andor lipid A from the outer membrane Winfield et al   Gooderham and Hancock   Moffatt et al	0
79	Depression Assessment The Montgomerysberg Depression Rating Scale MADRS   is increasingly employed in clinical research since results from earlier studies had suggested that the scale could be superior to the traditional HAMD with respect to sensitivity to change   and other psychometric properties	2
80	These results are consistent with findings that there is a selective migration of stimulated lymphocytes to specific effector sites of the mucosal immune system	0
81	To reduce indels at offtarget sites double nicking of opposite strands by the RuvC dead mutant CasDA with two gRNAs has been proposed Ran et al a Shen et al	1
82	For example the second version of the Microsoft Kinect Kinect V is one of the most lowcost and highspeed TimeofFlight ToF sensors in the market	1
83	GFPPexp like the peroxisomal matrix protein Potp localized preferentially to a    g pellet KgP fraction enriched for mature peroxisomes and some forms of immature peroxisomes Tam et al   Vizeacoumar et al    Figure B	2
84	In this study all coated NiTi wires showed more deflection with the unloading force than the loading force which is consistent with previously reportedresults Lim et al   Krishnan and Kumar   Elayyan et al    Alavi and Hosseini   Wilkinson et al	0
85	  investigated the thermal decomposition processes of   types of natural fibres commonly used in the polymer composite industry	1
86	The evaluation of the impact in the accuracy of the nodes response has been performed for each supported frequency by comparing the results with our reference model programmed in Matlab which mimics the nodes architecture and is already used in     and	0
87	Mothers with incomplete sociodemographic or labor data n    caesarean sections n    or exceptionally long labor    hours n    were excluded because labor has been reported to influence lymphocyte distribution   leaving   subjects for this study	1
88	This conclusion is consistent with the results and conclusions of Fu et al   who allowed N patients   mo to adapt to an octave shift	0
89	role with local effects of dust and land surface changes having potentially intensified drought conditions during the Dust Bowl era although the importance of these factors is still under discussion McCrary and Randall   Broennimann et al   Cook et al   Hoerling et al	1
90	Another clinically important feature is the length of the MBs sometimes referred as the width Mohlenkamp et al   Ozbag et al   Ozbag and Kervancioglu	1
91	This design captured   bp within the nonrecombining malespecific Ychromosome consistent with regions genotyped by previous Y sequencing studies   and the Y positions placed on the phylogenetic tree by the Y Chromosome Consortium	2
92	Straight lines on these semilog plots are indicative of exponential distributions	1
93	The Extended Yale B   dataset contains frontal face images of   individuals each under   different illumination conditions	2
94	  Maier   but such capability was rarely reported for coldadapted isolates Yakimov et al   Pini et al   Cai et al	1
95	  the LineweaverBurke equation was used to calculate the maximum deformability EImax and the shear stress required for onehalf of this maximal deformation SS K	2
96	Earlyfruit removal in cotton has been used to study plant recovery potential and sourcesink relation Dong et al b	1
97	  Even more efficient pure TSP heuristics such as the LinKernighan heuristic LKH Lin and Kernighan   using the LKH implementation Helsgaun   http : www	2
98	Other forms of elevated CK signaling such as CK application or overexpression of IPT    or KNOTTED genes   were insufficient to promote tubers in tomato probably due to inappropriate local hormonal balances or to changing ratios among CK metabolites	1
99	Although MB morphogenesis involves Dscam variants lacking exons   and   past studies have shown that the Dscam    transgene no matter which ectodomain it carries and whether it is fused with GFP at the C terminus or not can effectively prevent sister branches from extending into the same axon bundle in singlecell clones of Dscam mutant neurons Wang et al   Zhan et al   Soba et al	0
100	This finding is different from that in our previous analysis of the original survey data in which AOD use was unrelated to major depression after controlling for other social and behavioural variables Mao et al b	0
101	Given that BARE is a chimera between BARE and WIS   the likelihood is that sequences adjacent to the arrays must have undergone multiple rounds of recombination	1
102	The item Dissociative Experiences ScaleII DESII measures the frequency of psychoform dissociative experiences on a   scale Bernstein   Putnam   Carlson   Putnam	1
103	Rutin pentahydroxyflavonerhamnoglucoside Figure   also called sophorin rutoside and quercetinrutinoside is a polyphenolic bioflavonoid largely extracted from natural sources such as oranges lemons grapes limes berries and peaches  	1
104	topology : a package for performing structural analysis   the current version contains the reporter metabolites algorithm of Patil   Nielsen	2
105	Previous work revealed that Dusp mutant mice exhibit increased pERK and Erm expression skeletal dwarfism craniosynostosis and hearing loss	1
106	Butanol tolerance is a complex phenotype involving multiple loci Makarova et al   Papoutsakis   Winkler et al   making the engineering of strains with enhanced tolerance to this solvent difficult	1
107	prohypertrophic effector mechanisms regulated by GATA is ANP   which is in turn suppressed by sorafenib treatment	1
108	Among possible explanations is the contribution of sex hormones in the modulation of TregsTregmediated local immune evasion underpins the second finding of our study ie the positive association between higher FOXPpositive T cells and the presence of VELIPI	0
109	The most common reported mechanisms are CSF and hematogenous dissemination	1
110	Surveys based on The Organisational Values Questionnaire OVQ developed by Reino   and Resistance to Change Scale RTC developed by Oreg   were sent out to   hospital wards in a medical clinic in Sweden	2
111	Costa et al   Thabtah et al   have pointed out that the minsupp threshold often controls the numbers of rules generated and the training time consumed during the rule discovery and production steps	1
112	and b Logical Memory LM standard scores for immediate and delayed minute delay recall subtests from the Wechsler Memory Scale Revised WMSR Wechsler   with more recent normative data for the LM subtest from the Mayos Older Americans Normative Studies MOANS Ivnik et al	2
113	Quinolinic acid Sigma St Louis was used to lesion the hippocampal formation and caudate nucleus Schwartz et al   as described Worley et al a	2
114	  in the massive MIMO regime the channel becomes nearly deterministic and the effect of smallscale fading is averaged out	2
115	Overall changes in pattern of species richness may disrupt marine biodiversity and ecosystems and impact commercial fisheries Roessig et al   Worm et al   Cheung et al b	1
116	In addition a precise supracondylar osteotomy with the desired angle is a technically demanding procedure and placement of a plate requires a rather large incision      	1
117	  reported improved model performance to predict the presence of prairie fish species if information on reach and catchment scale are combined	2
118	Insulin resistance defined as cellular unresponsiveness to the effects of insulin results in increasingly higher levels of insulin needed to achieve normal glucose levels  	1
119	reduced engagement of medial temporal regions during the construction of future events in depressed patients Hach et al   which is consistent with the reduced episodic detail and vividness of mental imagery that is associated with this disorder Holmes et al b King et al	1
120	Activated PERK blocks protein synthesis by phosphorylating eIF   and the phosphorylation makes ATF a transcription factor to translocate into the nucleus and induce the transcription of genes needed to restore ER homeostasis i	1
121	Flow cytometry Flow cytometric analyses were performed on dissociated embryonic pancreatic cells from MIPGFP mice using FACSAria II BD Biosciences see ESM Methods	2
122	Synchronization is the most commonlyused method     to eliminate atomicity violations which is an important class of concurrency errors	2
123	To assess interobserver variability between two raters of the SYNTAX score Cohens kappa statistics   was used after tertile partitioning of their initial SYNTAX scorings	2
124	Assigning economic values to an environmental function or ecological service has been widely debated with researchers employing a variety of methodologies	1
125	The improved pharmacokinetic and pharmacodynamic parameters of ixazomib compared to bortezomib have made it a focus of investigation for use in combination with other proapoptotic agents  	1
126	As the rate of periapical abscesses in the CH group was the same as in the induction study CleatonJones et al   but that in the ZOE teeth was a quarter of the induction rate there is a suggestion that ZOE is superior to CH The higher success rate may also have been influenced by filling to the apex only as Holan and Fuks   showed clearly that overfilling with ZOE is detrimental to periapical healing Tchaou et al   exposed standard bacterial cultures to   root filling materials or combinations of these	0
127	However as previously discussed choice of host species has been shown to greatly influence the outcome of a Salmonella infection and several studies utilizing a variety of advanced model systems have shown that TSSs are necessary for Salmonella invasion and infection of these models	1
128	We reviewed the radiology reports of two subsets of patients : those undergoing CT thorax pulmonary embolism PE protocol and those undergoing cervical spine CT	2
129	Thus herbivory in leaves or roots can induce wholeplant changes in allelochemistry   Bezemer et al    Kaplan et al   a   resulting in indirect effects on cooccurring species   Bezemer et al    Soler et al      van Dam et al   	1
130	We evaluate our method on two collective activity datasets from   and a newly recorded dataset collected by ourselves	2
131	is known to be induced by Ras and repressed by p signaling Li et al   and is involved in the inactivation of extrinsic as well as intrinsic apoptosis pathways by interacting with proapoptotic proteins like p Bcl Bax Bad PUMA MSH MSH and others LudwigGalezowska et al	1
132	Similar to Krajcarski et al   Chiang in press concluded that increased muscular activity due to preloads leads to increases in trunk muscle stiffness and spine stability	1
133	Posttranslational modification by this ubiquitinlike modifier ULM appears to have multifunctional effects and operates in states of tolerance to preserve homeostasis under stress Temp et al	1
134	Binding of PPc to scaffold proteins may modulate ion channel activity   while at neuronal synapses neurabins I and II also termed spinophilin localize PPc to the actin cytoskeleton at the plasma membrane    	1
135	In this study the unstimulated flow rate was significantly higher in the asymptomatic group   when compared with   in the symptomatic AIDS group P  	0
136	  m plastic boards and were distributed in the field to be used as GCPs for UASbased image processing	2
137	This last assumption was supported by the thymic model : flutamide exposure has an opposing effect in the thymus as compared with the testis Olsen et al   Dulos and Bagchus	1
138	This pattern of shifting N and P availability has been observed in a limited number of established longterm substrate age gradients eg Crews et al   Wardle et al   Selmants and Hart	1
139	For the classical ones including DOME and SAFE rules we used oneshot screening while for the others we used a sequential screening setting	2
140	As a novel biomechanical analysis from video recordings a ModelBased ImageMatching MBIM motion analysis technique has been introduced to investigate human motion from uncalibrated video sequences Krosshaug and Bahr	2
141	Other studies suggest that altering affinity to FcRn might alter the bioavailability of mAbs Deng et al   Deng et al   and SC bioavailability appears lower in FcRndeficient mice as compared to wild type animals Wang et al	1
142	The diagnosis of cirrhosis was made based on imaging studies and impaired liver synthetic function	2
143	This may demonstrate retroperitoneal air as streaking opacities in the right upper quadrant and outlining the kidney margins and along the psoas muscle   	1
144	The insertion of this time delay is critical because in previous work it has been shown to allow the development of an inhibitory relationship between the outcome and the stimulus that follows that is it allows S to predict the absence of subsequent O delivery and S to predict the absence of subsequent O delivery that is stimuli trained in such manner exhibit properties such as retardation identical to those display by other conditioned inhibitors Rescorla   Maier et al   Delamater et al	1
145	Level   patients require immediate lifesaving interventions level   patients are in a highrisk situation are lethargic confused or have severe pain and levels    and   patients need many   or no resources respectively All adult ie   years of age nontrauma patients were eligible for inclusion to the study if they had an ESI score of   or   and vital signs within the normal range and presented in   of the   EDs between May    and February  	1
146	The high numbers of all three species found in MT confirm the importance of this large lowland forest block for primate conservation and further support the proposal to restore the Mngeta conservation corridor between US and Iyondo forest a lowland to montane forest that is contiguous with MT Rovero et al   St John   and is currently under gazettement as forest reserve N	1
147	Current evidence also indicates that shear stress activates two MAP kinases by distinct signaling pathways : activation of ERK is mediated by mechanisms involving Gai protein kinases Src focal adhesion kinase FAK and protein kinase Ce and Ras whereas JNK activation requires Gbg phosphatidylinositol kinaseg tyrosine kinases Src and FAK and Ras     	1
148	to perform a time calibrated phylogenetic analysis using three node constraints derived from Santos et al   in the software Beast   Drummond and Rambaut :   the divergence between Dendrobates truncatus and Dendrobates auratus was constrained with an uniform prior with an	2
149	Dense Trajectory features are formed by the sequence of displacement vectors in an optical flow field together with the HoGHoF descriptor Laptev et al   and the motion boundary histogram MBH descriptor Dalal et al   computed over a local neighbourhood along the trajectory	2
150	by the release of SPEs and other antigens which function as superantigens Proft et al   Marrack and Kappler   Talkington et al   Baxter and McChesney   Eriksson et al   Darenberg et al   NorrbyTeglund et al   Zurawski et al   Ekelund et al	1
151	negative correlation such that more positive mean PBR occurred concurrently with a more negative mean NBR is in agreement with previous studies Klingner et al   Shmuel et al   suggesting that the magnitude of ipsilateral inhibition increases with the magnitude of increasing	0
152	Mouse IgG   lgml final concentration was added as control Schmid et al   Tang et al   Yeaney et al	2
153	neighbor matrices PCNM as predictors in our analyses as these are suggested to produce inflated Rstatistics apparently due to overfitting ie selection of too many axeswhich may overemphasise the spatial component in the data even when forward selection is used Gilbert   Bennett	2
154	cIAP which has been functionally implicated in the inhibition of TNFmediated death is transcriptionally regulated by NFkB	1
155	In mitochondria LDH and glycerolphosphate dehydrogenase do not donate electrons to the respiratory chain yet in bacteria they are membranebound enzymes transferring their electrons directly to ubiquinol Barnes and Kaback   Lascelles   Doig et al   Modun and Williams   Dym et al   Delgado et al   Fuller et al	1
156	It is also interesting to note that the proportion of frozenthawed primordial follicles   found after   weeks of grafting is comparable to that   found after   weeks of grafting	0
157	The results observed in the study carried out by Hallal et al   which analyzed   Brazilian adolescents are in accordance with the analyses of Davison et al	0
158	Since the first ON location in Ontario Eshaghi et al   geographical dispersion has been reported worldwide Choudhary et al	1
159	We concentrate here on the computational issues extending the Static Sensor Field model SSSF   to scenarios in which dynamicity is of relevance	1
160	To alleviate this wirelesspowered strategy is proposed by making use of radiofrequency RF signals emitted from other communication nodes to provide stable energy supply for relay nodes  	2
161	The explanation for such finding is not clear since the pellet dissolves within the proventriculus Nir et al c and thus it was not expected that physical form of the diet would have any effect in this portion of the gastrintestinal tract	1
162	This implies that about   of the study population living in the North would   benefit   from   increasing   the duration   of   solar   exposure   as presented previously  	1
163	Although they mimic many phorbol ester effects including inhibition of cellcell communication    they have been reported not to induce differentiation of HL cells   or to inhibit maturation of granulosa cells	1
164	The observed levels of heavy metal variation in soil samples could be attributed to the varying amount of metals in the irrigation water as well as other agronomic practices of the respective areas Yadav et al	1
165	There is a gradual increase in the double phosphorylation of the ThrGluTyr motif characteristic of activated kinases such as ERK   and   in two proteins of   and   kDa in capacitating human spermatozoa de Lamirande and Gagnon   Thundathil et al  	1
166	Homeoproteins contain a highly conserved   amino acid peptide domain known as the homeodomain McGinnis et al ab Laughon and Scott   a peptide motif conferring sequencespecific DNA binding ability to the homeoproteins Laughon and Scott   Desplan et al	1
167	In informal experiments its found that only inserting LN can not achieve satisfactory adaptation results and inspired by   we combine finetuning output layer with FullLNLRPDLN based method in the following experiments	2
168	This translocation event is independent of the HBV nucleocapsid and can be subsequently detected on secreted virions and SVP  	1
169	Prominent within the HBC are the balls   events in which the houses come together to compete in various categories for cash prizes and ball status Galindo	1
170	tRNA selection on the ribosome during protein synthesis Blanchard et al   reviewed in Johansson et al   Rodnina et al   acetylcholine receptor desensitization Dilger and Brett   Matsubara et al   and subunit rotation of FFATP synthase Diez et al	2
171	This prolongs the circulation time and potential for interaction of the antigen with APCs and may reduce the need for multiple vaccinations	1
172	For group Lasso we have adapted the implementation presented in   whereas for comparisons with standard multiple kernel learning we have used the GMKL implementation presented by Varma and Babu	2
173	The first of these is a class of appearancebased approaches in which a linear subspace is used to capture the variation of a particular face due variations in illumination   	1
174	Here we use the value of ten because our previous study showed this is the number of items that can be managed efficiently in the browsers sidebar Moreau et al	2
175	PKCC domain induces chondrogenic differentiation in hMSCs The C domain of PKC is thought not to affect substratespecificity of the kinase but instead aid in its localization to membranous systems Littler et al	1
176	A rook pivoting scheme as in   and   can be implemented for tridiagonal matrices but a full rook scheme for general banded matrices would probably lead to a chasing scheme as in   or  	2
177	The original architecture proposed in   has been improved in   by rearranging the detection method DM in a modular fashion and by reducing the control management	2
178	The threesigma signal is triggered when any data point is further than   standard deviations away from the overall process average	1
179	Therefore the equilibrium and stability analysis of neural networks with time delays has been received much interest in recent years                	1
180	Some approaches address the cause of aligning both classes and entities simultaneously : the RiMOM   and iliads   systems	2
181	Olfactory bulb odorant ORFs These results are consistent with previously reported studies of mitraltufted cell responses to odorants differing in carbon chain length Imamura et al	0
182	Amplified neural activity was connected to an analogtodigital converter Cambridge Electronic Design and passed through an integrator circuit Shimatani et al	2
183	If NusA is not present antitermination still occurs but in this case there is evidence that antipausing is the mechanism : Restricting elongation rate at the critical release site of an intrinsic terminator by reducing the substrate NTP concentration impairs antitermination in the absence of NusA but not in its presence	1
184	First depression is observed at all synaptic connections between layer   pyramidal neurons even though U varies from   to   Markram and Tsodyks   Tsodyks and Markram	1
185	Using the identifying restrictions of Baker et al   I find that the estimated response of the economy to a shock to policy uncertainty is much larger when the last   years of data are included in the dataset	1
186	The reversal component requires orbitofrontal cortex Dias et al   Fellows and Farah   Hornak et al   Izquierdo et al   Murray and Izquierdo	1
187	As for exposure assessment underestimation is considered according to the study designs conversely for outcome and confounding assessment overestimation is considered Porta et al   WHO   Franchini et al   Giusti	1
188	The TNM staging of the GBC tumors was assessed according to the American Joint Committee on Cancer AJCC guidelines	2
189	Recently Davidsson   Sibbertsen   introduced a model which nests the Error Duration model of Parke   One interpretation of the model is that innovations become alive again once they have died	1
190	The inadequacy of CCS implementation in the primary care setting which was also reported by physicians survey from Italy France and Greece    and by a qualitative study from UK   is further strengthened by our results	0
191	Further comparison with the distribution of   hydroxysteroid dehydrogenase type   which is found in the DCT and CNT   confirmed the different pattern of expression of RhCG in these segments Fig	0
192	The use of a throat pack increased the risk of developing sore throat by more than   times this finding is in contrast to previous studies in which the presence of a throat pack was not found to be a risk factor in the development of POSTOur patients predominantly underwent ENT surgery in which it is common to use a throat pack to prevent blood from trickling into the stomach and leading to postoperative nausea and vomiting	0
193	To block the entire timecourse of morphine reward and not just the short time that the animals were in the placeconditioning apparatus immediately after morphine or saline injection the TPP was reversibly inactivated with the local anesthetic bupivacaine which has an effect that lasts for at least   h Swerdlow   Jones   Covino   compared with the timecourse approximately   min of the faster acting anesthetic lidocaine Covino	1
194	It is also offering a wealth of new approaches such as emitters    and sensors   in terms of THz applications	1
195	It conditions resistance to penicillin cefotaxime ceftazidime and aztreonam and its activity is well inhibited by clavulanic acid sulbactam and tazobactam  	1
